"Mass","formula","El_comp","Class","HC","OC","AImod","NOSC","C","H","O","N","S","P"
705.2404834,"C37H43O8N2S1P1","CHONSP","Lignin",1.16,0.22,0.3448,-0.5135,37,43,8,2,1,1
705.2753966,"C40H42O6N4S1","CHONS","Lignin",1.05,0.15,0.4375,-0.4,40,42,6,4,1,0
705.2764168,"C35H46O15","CHO","Lignin",1.31,0.43,0.2,-0.4571,35,46,15,0,0,0
705.2769076,"C38H47O7N2S1P1","CHONSP","Lignin",1.24,0.18,0.3115,-0.6579,38,47,7,2,1,1
705.3127669,"C36H50O14","CHO","Lignin",1.39,0.39,0.1724,-0.6111,36,50,14,0,0,0
705.4190555,"C45H59O3N2P1","CHONP","UnsatHC",1.31,0.07,0.3333,-1.0444,45,59,3,2,0,1
706.0974426,"C34H30O10N1S2P1","CHONSP","Lignin",0.88,0.29,0.48,-0.0882,34,30,10,1,2,1
707.0370147,"C28H20O22","CHO","ConHC",0.71,0.79,0.4706,0.8571,28,20,22,0,0,0
707.0380622,"C29H24O17S2","CHOS","Lignin",0.83,0.59,0.4054,0.4828,29,24,17,0,2,0
707.0526318,"C32H20O19","CHO","ConHC",0.62,0.59,0.6,0.5625,32,20,19,0,0,0
707.0533261,"C22H29O22S1P1","CHOSP","Tannin",1.32,1,-0.4444,0.7727,22,29,22,0,1,1
707.0738152,"C29H24O21","CHO","Tannin",0.83,0.72,0.4054,0.6207,29,24,21,0,0,0
707.074422,"C30H28O16S2","CHOS","Lignin",0.93,0.53,0.35,0.2667,30,28,16,0,2,0
707.0751603,"C30H20O17N4","CHON","ConHC",0.67,0.57,0.6,0.8667,30,20,17,4,0,0
707.0890053,"C33H24O18","CHO","ConHC",0.73,0.55,0.5417,0.3636,33,24,18,0,0,0
707.0897452,"C34H28O13S2","CHOS","Lignin",0.82,0.38,0.4902,0.0588,34,28,13,0,2,0
707.1101901,"C30H28O20","CHO","Tannin",0.93,0.67,0.35,0.4,30,28,20,0,0,0
707.110893,"C31H32O15S2","CHOS","Lignin",1.03,0.48,0.3023,0.0645,31,32,15,0,2,0
707.1114966,"C31H24O16N4","CHON","ConHC",0.77,0.52,0.5263,0.6452,31,24,16,4,0,0
707.1251927,"C34H28O17","CHO","Lignin",0.82,0.5,0.4902,0.1765,34,28,17,0,0,0
707.1259646,"C35H32O12S2","CHOS","Lignin",0.91,0.34,0.4444,-0.1143,35,32,12,0,2,0
707.1466522,"C31H32O19","CHO","Lignin",1.03,0.61,0.3023,0.1935,31,32,19,0,0,0
707.1471819,"C21H41O22S1P1","CHOSP","Carb",1.95,1.05,-1.375,0.2381,21,41,22,0,1,1
707.1475525,"C21H41O22S1P1","CHOSP","Carb",1.95,1.05,-1.375,0.2381,21,41,22,0,1,1
707.1619036,"C35H32O16","CHO","Lignin",0.91,0.46,0.4444,0,35,32,16,0,0,0
707.1627516,"C25H41O19S1P1","CHOSP","Carb",1.64,0.76,-0.4074,-0.04,25,41,19,0,1,1
707.1826243,"C32H36O18","CHO","Lignin",1.12,0.56,0.2609,0,32,36,18,0,0,0
707.1832041,"C32H36O18","CHO","Lignin",1.12,0.56,0.2609,0,32,36,18,0,0,0
707.1836671,"C33H40O13S2","CHOS","Lignin",1.21,0.39,0.2245,-0.303,33,40,13,0,2,0
707.2192122,"C33H40O17","CHO","Lignin",1.21,0.52,0.2245,-0.1818,33,40,17,0,0,0
707.219752,"C36H41O9N2S1P1","CHONSP","Lignin",1.14,0.25,0.3455,-0.4167,36,41,9,2,1,1
707.2202499,"C44H37O7P1","CHOP","Lignin",0.84,0.16,0.5696,-0.5227,44,37,7,0,0,1
707.2556231,"C34H44O16","CHO","Lignin",1.29,0.47,0.1923,-0.3529,34,44,16,0,0,0
707.2561039,"C37H45O8N2S1P1","CHONSP","Lignin",1.22,0.22,0.3103,-0.5676,37,45,8,2,1,1
707.256873,"C45H41O6P1","CHOP","Lignin",0.91,0.13,0.5366,-0.6444,45,41,6,0,0,1
707.2811222,"C39H49O8S1P1","CHOSP","Lignin",1.26,0.21,0.303,-0.7949,39,49,8,0,1,1
707.2910431,"C40H44O6N4S1","CHONS","Lignin",1.1,0.15,0.4062,-0.45,40,44,6,4,1,0
707.2919235,"C35H48O15","CHO","Lignin",1.37,0.43,0.1636,-0.5143,35,48,15,0,0,0
707.2924797,"C38H49O7N2S1P1","CHONSP","Lignin",1.29,0.18,0.2787,-0.7105,38,49,7,2,1,1
707.2928834,"C46H45O5P1","CHOP","UnsatHC",0.98,0.11,0.5059,-0.7609,46,45,5,0,0,1
708.1131106,"C34H32O10N1S2P1","CHONSP","Lignin",0.94,0.29,0.44,-0.1471,34,32,10,1,2,1
709.0531771,"C28H22O22","CHO","ConHC",0.79,0.79,0.4118,0.7857,28,22,22,0,0,0
709.067896,"C24H26O21N2S1","CHONS","Tannin",1.08,0.88,-0.0476,1,24,26,21,2,1,0
709.0685075,"C32H22O19","CHO","ConHC",0.69,0.59,0.5556,0.5,32,22,19,0,0,0
709.0690679,"C33H26O14S2","CHOS","ConHC",0.79,0.42,0.5,0.1818,33,26,14,0,2,0
709.0894069,"C29H26O21","CHO","Tannin",0.9,0.72,0.3514,0.5517,29,26,21,0,0,0
709.0900057,"C30H30O16S2","CHOS","Lignin",1,0.53,0.3,0.2,30,30,16,0,2,0
709.1036232,"C27H27O17N4P1","CHONP","Lignin",1,0.63,0.2593,0.7037,27,27,17,4,0,1
709.104655,"C33H26O18","CHO","ConHC",0.79,0.55,0.5,0.303,33,26,18,0,0,0
709.1053492,"C34H30O13S2","CHOS","Lignin",0.88,0.38,0.451,0,34,30,13,0,2,0
709.1058596,"C23H35O21S1P1","CHOSP","Carb",1.52,0.91,-0.5238,0.3913,23,35,21,0,1,1
709.1258164,"C30H30O20","CHO","Tannin",1,0.67,0.3,0.3333,30,30,20,0,0,0
709.1263014,"C33H31O12N2S1P1","CHONSP","Lignin",0.94,0.36,0.4348,0.0303,33,31,12,2,1,1
709.1267791,"C20H39O23S1P1","CHOSP","Other",1.95,1.15,-1.7692,0.45,20,39,23,0,1,1
709.1410433,"C34H30O17","CHO","Lignin",0.88,0.5,0.451,0.1176,34,30,17,0,0,0
709.1415766,"C35H34O12S2","CHOS","Lignin",0.97,0.34,0.4074,-0.1714,35,34,12,0,2,0
709.1421043,"C24H39O20S1P1","CHOSP","Carb",1.62,0.83,-0.5,0.125,24,39,20,0,1,1
709.1614671,"C25H35O18N4P1","CHONP","Tannin",1.4,0.72,-0.2727,0.52,25,35,18,4,0,1
709.1623162,"C31H34O19","CHO","Lignin",1.1,0.61,0.2558,0.129,31,34,19,0,0,0
709.1629704,"C21H43O22S1P1","CHOSP","Carb",2.05,1.05,-1.5,0.1429,21,43,22,0,1,1
709.1771519,"C35H34O16","CHO","Lignin",0.97,0.46,0.4074,-0.0571,35,34,16,0,0,0
709.177801,"C38H35O8N2S1P1","CHONSP","Lignin",0.92,0.21,0.5,-0.2895,38,35,8,2,1,1
709.1984298,"C32H38O18","CHO","Lignin",1.19,0.56,0.2174,-0.0625,32,38,18,0,0,0
709.1989318,"C35H39O10N2S1P1","CHONSP","Lignin",1.11,0.29,0.3462,-0.3143,35,39,10,2,1,1
709.2139222,"C36H38O15","CHO","Lignin",1.06,0.42,0.3684,-0.2222,36,38,15,0,0,0
709.2145639,"C37H42O10S2","CHOS","Lignin",1.14,0.27,0.3333,-0.4865,37,42,10,0,2,0
709.2346611,"C33H42O17","CHO","Lignin",1.27,0.52,0.1837,-0.2424,33,42,17,0,0,0
709.2353187,"C36H43O9N2S1P1","CHONSP","Lignin",1.19,0.25,0.3091,-0.4722,36,43,9,2,1,1
709.2358811,"C44H39O7P1","CHOP","Lignin",0.89,0.16,0.5443,-0.5682,44,39,7,0,0,1
709.2501246,"C37H42O14","CHO","Lignin",1.14,0.38,0.3333,-0.3784,37,42,14,0,0,0
709.2518858,"C25H46O21N2","CHON","Carb",1.84,0.84,-0.68,0.08,25,46,21,2,0,0
709.2712095,"C34H46O16","CHO","Lignin",1.35,0.47,0.1538,-0.4118,34,46,16,0,0,0
709.2718707,"C37H47O8N2S1P1","CHONSP","Lignin",1.27,0.22,0.2759,-0.6216,37,47,8,2,1,1
709.2835835,"C44H43O5N2P1","CHONP","UnsatHC",0.98,0.11,0.5065,-0.6136,44,43,5,2,0,1
709.2870835,"C41H47O5N2S1P1","CHONSP","UnsatHC",1.15,0.12,0.3913,-0.7073,41,47,5,2,1,1
709.3083684,"C38H51O7N2S1P1","CHONSP","Lignin",1.34,0.18,0.2459,-0.7632,38,51,7,2,1,1
709.3445408,"C39H55O6N2S1P1","CHONSP","Lignin",1.41,0.15,0.2188,-0.8974,39,55,6,2,1,1
711.0474787,"C31H20O20","CHO","ConHC",0.65,0.65,0.5714,0.6452,31,20,20,0,0,0
711.0488348,"C21H29O23S1P1","CHOSP","Tannin",1.38,1.1,-0.7333,0.9048,21,29,23,0,1,1
711.0682942,"C28H24O22","CHO","Tannin",0.86,0.79,0.3529,0.7143,28,24,22,0,0,0
711.0689653,"C28H24O22","CHO","Tannin",0.86,0.79,0.3529,0.7143,28,24,22,0,0,0
711.0696748,"C29H28O17S2","CHOS","Lignin",0.97,0.59,0.2973,0.3448,29,28,17,0,2,0
711.0839541,"C32H24O19","CHO","ConHC",0.75,0.59,0.5111,0.4375,32,24,19,0,0,0
711.0844737,"C33H28O14S2","CHOS","Lignin",0.85,0.42,0.4583,0.1212,33,28,14,0,2,0
711.0850362,"C22H33O22S1P1","CHOSP","Carb",1.5,1,-0.6667,0.5909,22,33,22,0,1,1
711.1052207,"C29H28O21","CHO","Tannin",0.97,0.72,0.2973,0.4828,29,28,21,0,0,0
711.1058027,"C30H32O16S2","CHOS","Lignin",1.07,0.53,0.25,0.1333,30,32,16,0,2,0
711.1190627,"C27H29O17N4P1","CHONP","Lignin",1.07,0.63,0.1852,0.6296,27,29,17,4,0,1
711.1202999,"C33H28O18","CHO","Lignin",0.85,0.55,0.4583,0.2424,33,28,18,0,0,0
711.1208083,"C34H32O13S2","CHOS","Lignin",0.94,0.38,0.4118,-0.0588,34,32,13,0,2,0
711.1215936,"C23H37O21S1P1","CHOSP","Carb",1.61,0.91,-0.619,0.3043,23,37,21,0,1,1
711.141316,"C30H32O20","CHO","Tannin",1.07,0.67,0.25,0.2667,30,32,20,0,0,0
711.1418044,"C33H33O12N2S1P1","CHONSP","Lignin",1,0.36,0.3913,-0.0303,33,33,12,2,1,1
711.1423596,"C20H41O23S1P1","CHOSP","Other",2.05,1.15,-1.9231,0.35,20,41,23,0,1,1
711.1567788,"C34H32O17","CHO","Lignin",0.94,0.5,0.4118,0.0588,34,32,17,0,0,0
711.1573915,"C35H36O12S2","CHOS","Lignin",1.03,0.34,0.3704,-0.2286,35,36,12,0,2,0
711.1777856,"C31H36O19","CHO","Lignin",1.16,0.61,0.2093,0.0645,31,36,19,0,0,0
711.1783301,"C34H37O11N2S1P1","CHONSP","Lignin",1.09,0.32,0.3469,-0.2059,34,37,11,2,1,1
711.1931693,"C35H36O16","CHO","Lignin",1.03,0.46,0.3704,-0.1143,35,36,16,0,0,0
711.1936397,"C36H40O11S2","CHOS","Lignin",1.11,0.31,0.3333,-0.3889,36,40,11,0,2,0
711.2143004,"C32H40O18","CHO","Lignin",1.25,0.56,0.1739,-0.125,32,40,18,0,0,0
711.2148688,"C35H41O10N2S1P1","CHONSP","Lignin",1.17,0.29,0.3077,-0.3714,35,41,10,2,1,1
711.2293095,"C36H40O15","CHO","Lignin",1.11,0.42,0.3333,-0.2778,36,40,15,0,0,0
711.229926,"C39H41O7N2S1P1","CHONSP","Lignin",1.05,0.18,0.4286,-0.4872,39,41,7,2,1,1
711.2303253,"C26H49O18S1P1","CHOSP","AminoSugar",1.88,0.69,-0.5333,-0.4231,26,49,18,0,1,1
711.2503676,"C33H44O17","CHO","Lignin",1.33,0.52,0.1429,-0.303,33,44,17,0,0,0
711.2509116,"C33H44O17","CHO","Lignin",1.33,0.52,0.1429,-0.303,33,44,17,0,0,0
711.2514344,"C44H41O7P1","CHOP","Lignin",0.93,0.16,0.519,-0.6136,44,41,7,0,0,1
711.265638,"C37H44O14","CHO","Lignin",1.19,0.38,0.3,-0.4324,37,44,14,0,0,0
711.2664289,"C40H45O6N2S1P1","CHONSP","Lignin",1.12,0.15,0.3939,-0.625,40,45,6,2,1,1
711.2671059,"C48H41O4P1","CHOP","UnsatHC",0.85,0.08,0.5778,-0.6875,48,41,4,0,0,1
711.2870692,"C34H48O16","CHO","Lignin",1.41,0.47,0.1154,-0.4706,34,48,16,0,0,0
711.3027472,"C41H49O5N2S1P1","CHONSP","UnsatHC",1.2,0.12,0.3623,-0.7561,41,49,5,2,1,1
711.3385994,"C39H52O12","CHO","Lignin",1.33,0.31,0.2424,-0.7179,39,52,12,0,0,0
711.3976402,"C38H56O9N4","CHON","Lignin",1.47,0.24,0.1525,-0.6842,38,56,9,4,0,0
713.0624434,"C23H26O22N2S1","CHONS","Tannin",1.13,0.96,-0.2222,1.1304,23,26,22,2,1,0
713.0633897,"C31H22O20","CHO","ConHC",0.71,0.65,0.5238,0.5806,31,22,20,0,0,0
713.0638951,"C32H26O15S2","CHOS","Lignin",0.81,0.47,0.4667,0.25,32,26,15,0,2,0
713.0644405,"C21H31O23S1P1","CHOSP","Tannin",1.48,1.1,-0.8667,0.8095,21,31,23,0,1,1
713.0840998,"C28H26O22","CHO","Tannin",0.93,0.79,0.2941,0.6429,28,26,22,0,0,0
713.084749,"C31H27O14N2S1P1","CHONSP","Lignin",0.87,0.45,0.45,0.2903,31,27,14,2,1,1
713.0851918,"C29H30O17S2","CHOS","Lignin",1.03,0.59,0.2432,0.2759,29,30,17,0,2,0
713.0988311,"C24H30O21N2S1","CHONS","Tannin",1.25,0.88,-0.2381,0.8333,24,30,21,2,1,0
713.0996774,"C32H26O19","CHO","Lignin",0.81,0.59,0.4667,0.375,32,26,19,0,0,0
713.1002413,"C33H30O14S2","CHOS","Lignin",0.91,0.42,0.4167,0.0606,33,30,14,0,2,0
713.1006466,"C22H35O22S1P1","CHOSP","Carb",1.59,1,-0.7778,0.5,22,35,22,0,1,1
713.1196062,"C23H31O20N4P1","CHONP","Tannin",1.35,0.87,-0.5,0.913,23,31,20,4,0,1
713.1203991,"C29H30O21","CHO","Tannin",1.03,0.72,0.2432,0.4138,29,30,21,0,0,0
713.1209398,"C29H30O21","CHO","Tannin",1.03,0.72,0.2432,0.4138,29,30,21,0,0,0
713.1213117,"C30H34O16S2","CHOS","Lignin",1.13,0.53,0.2,0.0667,30,34,16,0,2,0
713.1361712,"C33H30O18","CHO","Lignin",0.91,0.55,0.4167,0.1818,33,30,18,0,0,0
713.1367062,"C34H34O13S2","CHOS","Lignin",1,0.38,0.3725,-0.1176,34,34,13,0,2,0
713.1372121,"C23H39O21S1P1","CHOSP","Carb",1.7,0.91,-0.7143,0.2174,23,39,21,0,1,1
713.1567318,"C30H34O20","CHO","Tannin",1.13,0.67,0.2,0.2,30,34,20,0,0,0
713.1572819,"C30H34O20","CHO","Tannin",1.13,0.67,0.2,0.2,30,34,20,0,0,0
713.1578353,"C33H35O12N2S1P1","CHONSP","Lignin",1.06,0.36,0.3478,-0.0909,33,35,12,2,1,1
713.1721732,"C34H34O17","CHO","Lignin",1,0.5,0.3725,0,34,34,17,0,0,0
713.1727148,"C37H35O9N2S1P1","CHONSP","Lignin",0.95,0.24,0.4737,-0.2432,37,35,9,2,1,1
713.1732478,"C45H31O7P1","CHOP","ConHC",0.69,0.16,0.6543,-0.3778,45,31,7,0,0,1
713.1935246,"C31H38O19","CHO","Lignin",1.23,0.61,0.1628,0,31,38,19,0,0,0
713.1941228,"C34H39O11N2S1P1","CHONSP","Lignin",1.15,0.32,0.3061,-0.2647,34,39,11,2,1,1
713.2087707,"C35H38O16","CHO","Lignin",1.09,0.46,0.3333,-0.1714,35,38,16,0,0,0
713.2092521,"C36H42O11S2","CHOS","Lignin",1.17,0.31,0.2982,-0.4444,36,42,11,0,2,0
713.2099857,"C25H47O19S1P1","CHOSP","Carb",1.88,0.76,-0.6296,-0.28,25,47,19,0,1,1
713.2266718,"C38H39O10N2P1","CHONP","Lignin",1.03,0.26,0.4333,-0.3421,38,39,10,2,0,1
713.2450758,"C36H42O15","CHO","Lignin",1.17,0.42,0.2982,-0.3333,36,42,15,0,0,0
713.2459266,"C47H39O5P1","CHOP","UnsatHC",0.83,0.11,0.5862,-0.617,47,39,5,0,0,1
713.2816024,"C37H46O14","CHO","Lignin",1.24,0.38,0.2667,-0.4865,37,46,14,0,0,0
713.282188,"C38H50O9S2","CHOS","Lignin",1.32,0.24,0.2381,-0.7368,38,50,9,0,2,0
713.2826316,"C48H43O4P1","CHOP","UnsatHC",0.9,0.08,0.5556,-0.7292,48,43,4,0,0,1
713.3177935,"C38H50O13","CHO","Lignin",1.32,0.34,0.2381,-0.6316,38,50,13,0,0,0
715.0426244,"C30H20O21","CHO","ConHC",0.67,0.7,0.5385,0.7333,30,20,21,0,0,0
715.0433332,"C31H24O16S2","CHOS","ConHC",0.77,0.52,0.4762,0.3871,31,24,16,0,2,0
715.0788011,"C31H24O20","CHO","ConHC",0.77,0.65,0.4762,0.5161,31,24,20,0,0,0
715.0793642,"C32H28O15S2","CHOS","Lignin",0.88,0.47,0.4222,0.1875,32,28,15,0,2,0
715.0797603,"C21H33O23S1P1","CHOSP","Other",1.57,1.1,-1,0.7143,21,33,23,0,1,1
715.1004253,"C31H29O14N2S1P1","CHONSP","Lignin",0.94,0.45,0.4,0.2258,31,29,14,2,1,1
715.1151067,"C32H28O19","CHO","Lignin",0.88,0.59,0.4222,0.3125,32,28,19,0,0,0
715.1157359,"C33H32O14S2","CHOS","Lignin",0.97,0.42,0.375,0,33,32,14,0,2,0
715.1364334,"C29H32O21","CHO","Tannin",1.1,0.72,0.1892,0.3448,29,32,21,0,0,0
715.1516006,"C33H32O18","CHO","Lignin",0.97,0.55,0.375,0.1212,33,32,18,0,0,0
715.1522566,"C34H36O13S2","CHOS","Lignin",1.06,0.38,0.3333,-0.1765,34,36,13,0,2,0
715.1528996,"C44H29O8P1","CHOP","ConHC",0.66,0.18,0.6667,-0.2955,44,29,8,0,0,1
715.1878689,"C34H36O17","CHO","Lignin",1.06,0.5,0.3333,-0.0588,34,36,17,0,0,0
715.1884845,"C35H40O12S2","CHOS","Lignin",1.14,0.34,0.2963,-0.3429,35,40,12,0,2,0
715.1890123,"C24H45O20S1P1","CHOSP","Carb",1.88,0.83,-0.75,-0.125,24,45,20,0,1,1
715.2243172,"C35H40O16","CHO","Lignin",1.14,0.46,0.2963,-0.2286,35,40,16,0,0,0
715.2250462,"C36H44O11S2","CHOS","Lignin",1.22,0.31,0.2632,-0.5,36,44,11,0,2,0
715.2604004,"C36H44O15","CHO","Lignin",1.22,0.42,0.2632,-0.3889,36,44,15,0,0,0
715.2610844,"C36H44O15","CHO","Lignin",1.22,0.42,0.2632,-0.3889,36,44,15,0,0,0
715.2615146,"C37H48O10S2","CHOS","Lignin",1.3,0.27,0.2333,-0.6486,37,48,10,0,2,0
715.2620469,"C47H41O5P1","CHOP","UnsatHC",0.87,0.11,0.5632,-0.6596,47,41,5,0,0,1
715.2970384,"C37H48O14","CHO","Lignin",1.3,0.38,0.2333,-0.5405,37,48,14,0,0,0
715.2974978,"C40H49O6N2S1P1","CHONSP","Lignin",1.23,0.15,0.3333,-0.725,40,49,6,2,1,1
715.3345418,"C49H49O3P1","CHOP","UnsatHC",1,0.06,0.5054,-0.8776,49,49,3,0,0,1
715.5486305,"C40H80O4N2S2","CHONS","Lipid",2,0.1,-0.1176,-1.55,40,80,4,2,2,0
716.102865,"C32H32O12N1S2P1","CHONSP","Lignin",1,0.38,0.3636,-0.0312,32,32,12,1,2,1
716.5445419,"C47H75O2N1S1","CHONS","Lipid",1.6,0.04,0.1818,-1.4043,47,75,2,1,1,0
717.0576229,"C22H26O23N2S1","CHONS","Tannin",1.18,1.05,-0.4667,1.2727,22,26,23,2,1,0
717.0584149,"C30H22O21","CHO","ConHC",0.73,0.7,0.4872,0.6667,30,22,21,0,0,0
717.0591025,"C20H31O24S1P1","CHOSP","Other",1.55,1.2,-1.3333,0.95,20,31,24,0,1,1
717.0947038,"C31H26O20","CHO","Lignin",0.84,0.65,0.4286,0.4516,31,26,20,0,0,0
717.0952561,"C32H30O15S2","CHOS","Lignin",0.94,0.47,0.3778,0.125,32,30,15,0,2,0
717.0959517,"C32H22O16N4","CHON","ConHC",0.69,0.5,0.6,0.6875,32,22,16,4,0,0
717.1310247,"C32H30O19","CHO","Lignin",0.94,0.59,0.3778,0.25,32,30,19,0,0,0
717.1315942,"C33H34O14S2","CHOS","Lignin",1.03,0.42,0.3333,-0.0606,33,34,14,0,2,0
717.1321549,"C22H39O22S1P1","CHOSP","Carb",1.77,1,-1,0.3182,22,39,22,0,1,1
717.1670497,"C33H34O18","CHO","Lignin",1.03,0.55,0.3333,0.0606,33,34,18,0,0,0
717.1675934,"C33H34O18","CHO","Lignin",1.03,0.55,0.3333,0.0606,33,34,18,0,0,0
717.1681954,"C23H43O21S1P1","CHOSP","Carb",1.87,0.91,-0.9048,0.0435,23,43,21,0,1,1
717.2033558,"C34H38O17","CHO","Lignin",1.12,0.5,0.2941,-0.1176,34,38,17,0,0,0
717.2038217,"C34H38O17","CHO","Lignin",1.12,0.5,0.2941,-0.1176,34,38,17,0,0,0
717.2045172,"C45H35O7P1","CHOP","ConHC",0.78,0.16,0.6049,-0.4667,45,35,7,0,0,1
717.2050828,"C45H35O7P1","CHOP","ConHC",0.78,0.16,0.6049,-0.4667,45,35,7,0,0,1
717.2398083,"C35H42O16","CHO","Lignin",1.2,0.46,0.2593,-0.2857,35,42,16,0,0,0
717.2403822,"C38H43O8N2S1P1","CHONSP","Lignin",1.13,0.21,0.3667,-0.5,38,43,8,2,1,1
717.2412244,"C46H39O6P1","CHOP","Lignin",0.85,0.13,0.5714,-0.587,46,39,6,0,0,1
717.2760719,"C36H46O15","CHO","Lignin",1.28,0.42,0.2281,-0.4444,36,46,15,0,0,0
717.2766214,"C36H46O15","CHO","Lignin",1.28,0.42,0.2281,-0.4444,36,46,15,0,0,0
717.2771418,"C37H50O10S2","CHOS","Lignin",1.35,0.27,0.2,-0.7027,37,50,10,0,2,0
717.3135207,"C38H54O9S2","CHOS","Lignin",1.42,0.24,0.1746,-0.8421,38,54,9,0,2,0
717.3140197,"C48H47O4P1","CHOP","UnsatHC",0.98,0.08,0.5111,-0.8125,48,47,4,0,0,1
717.430488,"C43H62O5N2S1","CHONS","UnsatHC",1.44,0.12,0.2267,-1.0233,43,62,5,2,1,0
717.431065,"C51H58O3","CHO","UnsatHC",1.14,0.06,0.4343,-1.0196,51,58,3,0,0,0
718.1322042,"C24H33O24N1","CHON","Tannin",1.38,1,-0.3636,0.75,24,33,24,1,0,0
719.0373845,"C29H20O22","CHO","ConHC",0.69,0.76,0.5,0.8276,29,20,22,0,0,0
719.0379641,"C30H24O17S2","CHOS","Lignin",0.8,0.57,0.4359,0.4667,30,24,17,0,2,0
719.0725931,"C24H25O20N4P1","CHONP","Tannin",1.04,0.83,0,1.125,24,25,20,4,0,1
719.0737405,"C30H24O21","CHO","Tannin",0.8,0.7,0.4359,0.6,30,24,21,0,0,0
719.074367,"C31H28O16S2","CHOS","Lignin",0.9,0.52,0.381,0.2581,31,28,16,0,2,0
719.0898947,"C24H33O21S1P1","CHOSP","Tannin",1.38,0.88,-0.3043,0.4583,24,33,21,0,1,1
719.1100637,"C31H28O20","CHO","Lignin",0.9,0.65,0.381,0.3871,31,28,20,0,0,0
719.110529,"C34H29O12N2S1P1","CHONSP","Lignin",0.85,0.35,0.5,0.0882,34,29,12,2,1,1
719.1113291,"C21H37O23S1P1","CHOSP","Other",1.76,1.1,-1.2667,0.5238,21,37,23,0,1,1
719.1253732,"C35H28O17","CHO","Lignin",0.8,0.49,0.5094,0.1714,35,28,17,0,0,0
719.1461665,"C32H32O19","CHO","Lignin",1,0.59,0.3333,0.1875,32,32,19,0,0,0
719.1467099,"C32H32O19","CHO","Lignin",1,0.59,0.3333,0.1875,32,32,19,0,0,0
719.1618371,"C36H32O16","CHO","Lignin",0.89,0.44,0.4643,0,36,32,16,0,0,0
719.1830585,"C33H36O18","CHO","Lignin",1.09,0.55,0.2917,0,33,36,18,0,0,0
719.1836451,"C34H40O13S2","CHOS","Lignin",1.18,0.38,0.2549,-0.2941,34,40,13,0,2,0
719.1840655,"C44H33O8P1","CHOP","ConHC",0.75,0.18,0.6154,-0.3864,44,33,8,0,0,1
719.2192577,"C34H40O17","CHO","Lignin",1.18,0.5,0.2549,-0.1765,34,40,17,0,0,0
719.2197961,"C35H44O12S2","CHOS","Lignin",1.26,0.34,0.2222,-0.4571,35,44,12,0,2,0
719.2203622,"C45H37O7P1","CHOP","Lignin",0.82,0.16,0.5802,-0.5111,45,37,7,0,0,1
719.2207713,"C45H37O7P1","CHOP","Lignin",0.82,0.16,0.5802,-0.5111,45,37,7,0,0,1
719.2558247,"C35H44O16","CHO","Lignin",1.26,0.46,0.2222,-0.3429,35,44,16,0,0,0
719.2565514,"C46H41O6P1","CHOP","Lignin",0.89,0.13,0.5476,-0.6304,46,41,6,0,0,1
719.2570933,"C46H41O6P1","CHOP","Lignin",0.89,0.13,0.5476,-0.6304,46,41,6,0,0,1
719.2921788,"C36H48O15","CHO","Lignin",1.33,0.42,0.193,-0.5,36,48,15,0,0,0
719.292821,"C37H52O10S2","CHOS","Lignin",1.41,0.27,0.1667,-0.7568,37,52,10,0,2,0
719.3279008,"C50H44O3N2","CHON","UnsatHC",0.88,0.06,0.5699,-0.64,50,44,3,2,0,0
721.0524281,"C21H26O24N2S1","CHONS","Other",1.24,1.14,-0.8333,1.4286,21,26,24,2,1,0
721.0532922,"C29H22O22","CHO","ConHC",0.76,0.76,0.4444,0.7586,29,22,22,0,0,0
721.0536998,"C30H26O17S2","CHOS","Lignin",0.87,0.57,0.3846,0.4,30,26,17,0,2,0
721.0542955,"C30H18O18N4","CHON","ConHC",0.6,0.6,0.6471,1,30,18,18,4,0,0
721.0682276,"C33H22O19","CHO","ConHC",0.67,0.58,0.5745,0.4848,33,22,19,0,0,0
721.0693452,"C23H31O22S1P1","CHOSP","Tannin",1.35,0.96,-0.4,0.6522,23,31,22,0,1,1
721.0895123,"C30H26O21","CHO","Tannin",0.87,0.7,0.3846,0.5333,30,26,21,0,0,0
721.0901287,"C31H30O16S2","CHOS","Lignin",0.97,0.52,0.3333,0.1935,31,30,16,0,2,0
721.0908344,"C31H22O17N4","CHON","ConHC",0.71,0.55,0.5676,0.7742,31,22,17,4,0,0
721.1248437,"C25H31O19N4P1","CHONP","Tannin",1.24,0.76,-0.1429,0.76,25,31,19,4,0,1
721.1258287,"C31H30O20","CHO","Lignin",0.97,0.65,0.3333,0.3226,31,30,20,0,0,0
721.1262322,"C34H31O12N2S1P1","CHONSP","Lignin",0.91,0.35,0.4583,0.0294,34,31,12,2,1,1
721.1267979,"C21H39O23S1P1","CHOSP","Other",1.86,1.1,-1.4,0.4286,21,39,23,0,1,1
721.140772,"C35H30O17","CHO","Lignin",0.86,0.49,0.4717,0.1143,35,30,17,0,0,0
721.1418523,"C36H34O12S2","CHOS","Lignin",0.94,0.33,0.4286,-0.1667,36,34,12,0,2,0
721.1620537,"C32H34O19","CHO","Lignin",1.06,0.59,0.2889,0.125,32,34,19,0,0,0
721.1625848,"C35H35O11N2S1P1","CHONSP","Lignin",1,0.31,0.4118,-0.1429,35,35,11,2,1,1
721.177292,"C36H34O16","CHO","Lignin",0.94,0.44,0.4286,-0.0556,36,34,16,0,0,0
